time,lat,lon,alt
2024-01-01 15:41:00,-90.0,4.388178427991596,-6354765.88809702
2024-01-01 15:42:00,-90.0,7.108474891607516,-6355108.328258207
2024-01-01 15:43:00,-90.0,9.754052973457432,-6355459.0129806595
2024-01-01 15:44:00,-90.0,12.342583228949646,-6355816.18577158
2024-01-01 15:45:00,-90.0,14.890806578450682,-6356178.056247722
2024-01-01 15:46:00,-90.0,17.414798267882485,-6356542.809241121
2024-01-01 15:47:00,90.0,19.930231681905767,-6356596.01442197
2024-01-01 15:48:00,90.0,22.452640942036627,-6356230.99458206
2024-01-01 15:49:00,90.0,24.997683080475266,-6355868.593259022
2024-01-01 15:50:00,90.0,27.5814012015374,-6355510.631266797
2024-01-01 15:51:00,90.0,30.220489566671016,-6355158.90734331
2024-01-01 15:52:00,90.0,32.93255985482375,-6354815.188910271
2024-01-01 15:53:00,90.0,35.73640459799609,-6354481.203008873
2024-01-01 15:54:00,90.0,38.652248330344044,-6354158.627465286
2024-01-01 15:55:00,90.0,41.701968350102035,-6353849.082336454
2024-01-01 15:56:00,90.0,44.90925381629106,-6353554.121684642
2024-01-01 15:57:00,90.0,48.29965261230155,-6353275.225724203
2024-01-01 15:58:00,90.0,51.90042843915426,-6353013.793381561
2024-01-01 15:59:00,90.0,55.74011555149518,-6352771.135304157
2024-01-01 16:00:00,90.0,59.8476180875731,-6352548.467350181
2024-01-01 16:01:00,90.0,64.25066472316254,-6352346.904587272
2024-01-01 16:02:00,90.0,68.97341960870094,-6352167.45582326
2024-01-01 16:03:00,90.0,74.03310731000505,-6352011.018689013
2024-01-01 16:04:00,90.0,79.43568946059318,-6351878.375289701
2024-01-01 16:05:00,90.0,85.17098532133762,-6351770.1884371
2024-01-01 16:06:00,90.0,91.20814588007752,-6351686.998473444
2024-01-01 16:07:00,90.0,97.49291299077777,-6351629.220694367
2024-01-01 16:08:00,90.0,103.94827630824444,-6351597.14337661
2024-01-01 16:09:00,90.0,110.4795868552252,-6351590.926414446
2024-01-01 16:10:00,90.0,116.98381000000593,-6351610.600567308
2024-01-01 16:11:00,90.0,123.36093923613399,-6351656.067319826
2024-01-01 16:12:00,90.0,129.52461581534916,-6351727.0993544
2024-01-01 16:13:00,90.0,135.40936585957968,-6351823.341635345
2024-01-01 16:14:00,90.0,140.97332296951436,-6351944.313102405
2024-01-01 16:15:00,90.0,146.19692304412348,-6352089.408970255
2024-01-01 16:16:00,90.0,151.07902863641837,-6352257.903628799
2024-01-01 16:17:00,90.0,155.6320698285221,-6352448.954137483
